Date,Open,High,Low,Close,Adj Close,Volume,lag_1,lag_2,lag_3,lag_4,lag_5
2023-01-10,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.895974159240724,384101000,15.628000259399414,14.859000205993652,14.265000343322754,14.74899959564209,14.31499958
2023-01-11,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.987897872924805,353285000,15.909000396728516,15.628000259399414,14.859000205993652,14.265000343322754,14.74899959564209
2023-01-12,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.497482299804688,551409000,16.000999450683594,15.909000396728516,15.628000259399414,14.859000205993652,14.265000343322754
2023-01-13,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.885162353515625,447287000,16.51099967956543,16.000999450683594,15.909000396728516,15.628000259399414,14.859000205993652
2023-01-17,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.68750762939453,511102000,16.89900016784668,16.51099967956543,16.000999450683594,15.909000396728516,15.628000259399414
2023-01-18,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.362775802612305,439624000,17.70199966430664,16.89900016784668,16.51099967956543,16.000999450683594,15.909000396728516
2023-01-19,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438,16.751272201538086,452932000,17.37700080871582,17.70199966430664,16.89900016784668,16.51099967956543,16.000999450683594
2023-01-20,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297,17.82439422607422,564967000,16.764999389648438,17.37700080871582,17.70199966430664,16.89900016784668,16.51099967956543
2023-01-23,18.06399917602539,19.24500084,17.81800079345703,19.19300079345703,19.17728614807129,655163000,17.839000701904297,16.764999389648438,17.37700080871582,17.70199966430664,16.89900016784668
2023-01-24,18.82699966430664,19.49500084,18.81999969482422,19.26499938964844,19.24922752380371,496204000,19.19300079345703,17.839000701904297,16.764999389648438,17.37700080871582,17.70199966430664
2023-01-25,18.913000106811523,19.37000084,18.57999992370605,19.322999954223636,19.307178497314453,449537000,19.26499938964844,19.19300079345703,17.839000701904297,16.764999389648438,17.37700080871582
2023-01-26,19.701000213623047,20.166000366210938,19.277999877929688,19.802000045776367,19.785785675048828,489535000,19.322999954223636,19.26499938964844,19.19300079345703,17.839000701904297,16.764999389648438
2023-01-27,19.46199989318848,20.62800025939941,19.405000686645508,20.364999771118164,20.34832763671875,542142000,19.802000045776367,19.322999954223636,19.26499938964844,19.19300079345703,17.839000701904297
2023-01-30,19.950000762939453,20.13999938964844,19.149999618530277,19.16200065612793,19.14631462097168,488611000,20.364999771118164,19.802000045776367,19.322999954223636,19.26499938964844,19.19300079345703
2023-01-31,19.170000076293945,19.687000274658203,18.950000762939453,19.53700065612793,19.521005630493164,498017000,19.16200065612793,20.364999771118164,19.802000045776367,19.322999954223636,19.26499938964844
2023-02-01,19.69099998474121,21.191999435424805,19.61100006103516,20.94300079345703,20.92585563659668,660477000,19.53700065612793,19.16200065612793,20.364999771118164,19.802000045776367,19.322999954223636
2023-02-02,21.0,21.948999404907227,20.700000762939453,21.708999633789062,21.691225051879883,564276000,20.94300079345703,19.53700065612793,19.16200065612793,20.364999771118164,19.802000045776367
2023-02-03,21.0,21.74500084,20.78899955749512,21.100000381469727,21.08272361755371,429366000,21.708999633789062,20.94300079345703,19.53700065612793,19.16200065612793,20.364999771118164
2023-02-06,20.80599975585937,21.56999969482422,20.785999298095703,21.089000701904297,21.07173538208008,452197000,21.100000381469727,21.708999633789062,20.94300079345703,19.53700065612793,19.16200065612793
2023-02-07,21.381999969482425,22.25900077819824,21.149999618530277,22.17300033569336,22.154848098754883,664150000,21.089000701904297,21.100000381469727,21.708999633789062,20.94300079345703,19.53700065612793
2023-02-08,22.386999130249023,22.87800025939941,22.007999420166016,22.20499992370605,22.18682098388672,559651000,22.17300033569336,21.089000701904297,21.100000381469727,21.708999633789062,20.94300079345703
2023-02-09,22.606000900268555,23.020000457763672,22.12000084,22.33699989318848,22.31871223449707,523876000,22.20499992370605,22.17300033569336,21.089000701904297,21.100000381469727,21.708999633789062
2023-02-10,21.690000534057617,22.077999114990234,20.81100082397461,21.26499938964844,21.24758720397949,550737000,22.33699989318848,22.20499992370605,22.17300033569336,21.089000701904297,21.100000381469727
2023-02-13,21.538000106811523,22.04800033569336,20.96199989318848,21.788000106811523,21.770160675048828,474919000,21.26499938964844,22.33699989318848,22.20499992370605,22.17300033569336,21.089000701904297
2023-02-14,21.577999114990234,23.048999786376957,21.36599922180176,22.97100067138672,22.952194213867188,675474000,21.788000106811523,21.26499938964844,22.33699989318848,22.20499992370605,22.17300033569336
2023-02-15,22.548999786376957,22.854999542236328,22.106000900268555,22.763999938964844,22.74536133,420575000,22.97100067138672,21.788000106811523,21.26499938964844,22.33699989318848,22.20499992370605
